nro_siniestro_gw,año_mes_fecha_pago,segmento,cobertura_principal,monto_transaccion,ipc_x_fecha_de_pago,pago_ipc,usd_blue_fp,pago_usd,marca_vehiculo,modelo_vehiculo,provincia,tv
4-3110988,2024-02-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),261157,2.16,563521,1081,241,PEUGEOT,308,BUENOS AIRES,Autos particulares
4-3115664,2024-02-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),205793,2.16,444058,1081,190,RENAULT,KANGOO,BUENOS AIRES,Autos particulares
4-3120818,2024-02-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),1026719,2.16,2215442,1081,949,VOLKSWAGEN,AMAROK,BUENOS AIRES,Autos particulares
4-3123290,2024-02-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),320751,2.16,692113,1081,296,PEUGEOT,308,BUENOS AIRES,Autos particulares
4-3125907,2024-03-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),252669,1.94,491134,1001,252,FIAT,MOBI,BUENOS AIRES,Autos particulares
4-3122070,2024-03-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),438016,1.94,851409,1001,437,FORD,FIESTA,BUENOS AIRES,Autos particulares
4-3122769,2024-04-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),320000,1.79,571533,1004,318,VOLKSWAGEN,FOX,BUENOS AIRES,Autos particulares
4-3130096,2024-04-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),181746,1.79,324606,1004,180,RENAULT,KANGOO,BUENOS AIRES,Autos particulares
4-3139295,2024-04-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),162380,1.79,290017,1004,161,FORD,KA,BUENOS AIRES,Autos particulares
4-3136580,2024-05-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),239873,1.71,411248,1119,214,VOLKSWAGEN,SURAN,BUENOS AIRES,Autos particulares
4-3139660,2024-04-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),348403,1.79,622262,1004,346,RENAULT,DUSTER,BUENOS AIRES,Autos particulares
4-3143316,2024-05-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),184297,1.71,315966,1119,164,RENAULT,KANGOO,BUENOS AIRES,Autos particulares
4-3148800,2024-06-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),314876,1.64,516209,1278,246,FORD,ECO SPORT,BUENOS AIRES,Autos particulares
4-3151839,2024-05-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),171818,1.71,294572,1119,153,CITROEN,BERLINGO,BUENOS AIRES,Autos particulares
4-3151894,2024-06-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),171818,1.64,281679,1278,134,FORD,KA,BUENOS AIRES,Autos particulares
4-3155258,2024-06-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),319071,1.64,523086,1278,249,CHEVROLET,PICK-UP S-10,BUENOS AIRES,Autos particulares
4-3160777,2024-12-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),311570,1.35,421677,1105,281,RENAULT,SANDERO,BUENOS AIRES,Autos particulares
4-3165550,2024-07-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),208264,1.58,328200,1416,147,PEUGEOT,PARTNER,BUENOS AIRES,Autos particulares
4-3167510,2024-07-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),181818,1.58,286523,1416,128,CITROEN,C 4,BUENOS AIRES,Autos particulares
4-3171421,2024-07-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),290280,1.58,457448,1416,204,CITROEN,C 3,BUENOS AIRES,Autos particulares
4-3170316,2024-07-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),130578,1.58,205776,1416,92,CHEVROLET,CORSA,BUENOS AIRES,Autos particulares
4-3119358,2024-02-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),462809,2.16,998646,1081,427,FORD,ECO SPORT,BUENOS AIRES,Autos particulares
4-3176154,2024-07-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),147272,1.58,232084,1416,104,FORD,KA,BUENOS AIRES,Autos particulares
4-3175806,2024-08-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),242007,1.51,366099,1340,180,VOLKSWAGEN,VOYAGE,BUENOS AIRES,Autos particulares
4-3192614,2024-09-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),164628,1.46,240693,1243,132,RENAULT,KWID,BUENOS AIRES,Autos particulares
4-3192027,2024-08-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),121153,1.51,183276,1340,90,VOLKSWAGEN,GOL,BUENOS AIRES,Autos particulares
4-3200974,2024-10-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),197627,1.42,281365,1201,164,PEUGEOT,208,BUENOS AIRES,Autos particulares
4-3200212,2024-10-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),285805,1.42,406907,1201,237,CITROEN,BERLINGO,BUENOS AIRES,Autos particulares
4-3197291,2024-10-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),217355,1.42,309453,1201,180,FIAT,CRONOS,BUENOS AIRES,Autos particulares
4-3205005,2024-10-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),304489,1.42,433507,1201,253,VOLKSWAGEN,FOX,BUENOS AIRES,Autos particulares
4-3209495,2024-11-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),101663,1.39,141310,1124,90,RENAULT,CLIO,BUENOS AIRES,Autos particulares
4-3314193,2025-07-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),183471,1.15,211712,1282,143,PEUGEOT,PARTNER,BUENOS AIRES,Autos particulares
4-3210331,2024-10-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),172314,1.42,245327,1201,143,FORD,KA,BUENOS AIRES,Autos particulares
4-3220905,2024-12-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),226408,1.35,306419,1105,204,CITROEN,C 3 PICASSO,BUENOS AIRES,Autos particulares
4-3214862,2024-10-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),409827,1.42,583479,1201,341,FORD,FIESTA,BUENOS AIRES,Autos particulares
4-3180957,2024-09-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),226933,1.46,331787,1243,182,PEUGEOT,PARTNER,BUENOS AIRES,Autos particulares
4-3222801,2025-03-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),124793,1.25,155564,1251,99,PEUGEOT,206,BUENOS AIRES,Autos particulares
4-3229938,2025-01-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),454545,1.32,601871,1216,373,TOYOTA,HILUX,BUENOS AIRES,Autos particulares
4-3225610,2024-12-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),173553,1.35,234886,1105,157,TOYOTA,ETIOS,BUENOS AIRES,Autos particulares
4-3236043,2025-01-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),198000,1.32,262175,1216,162,PEUGEOT,PARTNER,BUENOS AIRES,Autos particulares
4-3220481,2024-12-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),371902,1.35,503330,1105,336,FIAT,STRADA,BUENOS AIRES,Autos particulares
4-3230706,2024-12-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),425619,1.35,576031,1105,385,VOLKSWAGEN,BORA,BUENOS AIRES,Autos particulares
4-3238350,2025-02-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),404958,1.29,523637,1212,333,TOYOTA,HILUX,BUENOS AIRES,Autos particulares
4-3231645,2025-01-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),578512,1.32,766018,1216,475,TOYOTA,HILUX,BUENOS AIRES,Autos particulares
4-3239576,2025-01-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),378000,1.32,500516,1216,310,CHEVROLET,PICK-UP S-10,BUENOS AIRES,Autos particulares
4-3266454,2025-03-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),1063636,1.25,1325902,1251,849,CHRYSLER,RAM,BUENOS AIRES,Autos particulares
4-3234939,2024-12-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),242975,1.35,328841,1105,219,VOLKSWAGEN,GOL,BUENOS AIRES,Autos particulares
4-3241107,2025-02-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),822512,1.29,1063560,1212,678,MERCEDES BENZ,SPRINTER,BUENOS AIRES,Autos particulares
4-3251519,2025-02-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),413223,1.29,534323,1212,340,VOLKSWAGEN,AMAROK,BUENOS AIRES,Autos particulares
4-3248281,2025-01-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),148760,1.32,196976,1216,122,FORD,FIESTA,BUENOS AIRES,Autos particulares
4-3248003,2025-01-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),99765,1.32,132100,1216,81,VOLKSWAGEN,GOL,BUENOS AIRES,Autos particulares
4-3109716,2024-02-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),219834,2.16,474356,1081,203,PEUGEOT,208,BUENOS AIRES,Autos particulares
4-3244214,2025-01-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),383364,1.32,507619,1216,315,CHEVROLET,PICK-UP S-10,BUENOS AIRES,Autos particulares
4-3255425,2025-03-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),144628,1.25,180289,1251,115,RENAULT,KANGOO,BUENOS AIRES,Autos particulares
4-3255623,2025-03-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),280991,1.25,350277,1251,224,TOYOTA,ETIOS,BUENOS AIRES,Autos particulares
4-3151675,2024-06-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),320796,1.64,525914,1278,250,RENAULT,DUSTER,BUENOS AIRES,Autos particulares
4-3125667,2024-03-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),560975,1.94,1090414,1001,560,VOLKSWAGEN,FOX,BUENOS AIRES,Autos particulares
4-3273864,2025-04-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),148999,1.21,180714,1263,117,FORD,KA,BUENOS AIRES,Autos particulares
4-3337644,2025-08-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),216942,1.13,245726,1329,163,FORD,FIESTA,BUENOS AIRES,Autos particulares
4-3258712,2025-02-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),619834,1.29,801485,1212,511,TOYOTA,HILUX,BUENOS AIRES,Autos particulares
4-3261397,2025-04-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),132231,1.21,160376,1263,104,VOLKSWAGEN,GOL,BUENOS AIRES,Autos particulares
4-3258201,2025-01-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),421487,1.32,558099,1216,346,NISSAN,KICKS,BUENOS AIRES,Autos particulares
4-3260316,2025-03-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),738925,1.25,921125,1251,590,CHRYSLER,RAM,BUENOS AIRES,Autos particulares
4-3259950,2025-07-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),193065,1.15,222783,1282,150,PEUGEOT,PARTNER,BUENOS AIRES,Autos particulares
4-3272092,2025-03-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),475206,1.25,592380,1251,379,TOYOTA,HILUX,BUENOS AIRES,Autos particulares
4-3280329,2025-04-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),165289,1.21,200470,1263,130,FIAT,SIENA,BUENOS AIRES,Autos particulares
4-3268451,2025-03-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),685950,1.25,855088,1251,547,TOYOTA,HILUX,BUENOS AIRES,Autos particulares
4-3283413,2025-06-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),145135,1.18,170660,1181,122,FORD,FIESTA,BUENOS AIRES,Autos particulares
4-3285954,2025-06-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),251249,1.18,295437,1181,212,CHERY,QQ,BUENOS AIRES,Autos particulares
4-3292652,2025-07-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),413223,1.15,476830,1282,322,FORD,ECO SPORT,BUENOS AIRES,Autos particulares
4-3306924,2025-05-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),245867,1.19,293789,1162,211,FIAT,CRONOS,BUENOS AIRES,Autos particulares
4-3320325,2025-06-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),289256,1.18,340128,1181,244,FIAT,CRONOS,BUENOS AIRES,Autos particulares
4-3296780,2025-04-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),1341633,1.21,1627195,1263,1061,FORD,F-150,BUENOS AIRES,Autos particulares
4-3296067,2025-05-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),220000,1.19,262880,1162,189,FIAT,CRONOS,BUENOS AIRES,Autos particulares
4-3303976,2025-06-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),1074380,1.18,1263335,1181,909,VOLKSWAGEN,AMAROK,BUENOS AIRES,Autos particulares
4-3314466,2025-11-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),257851,1.06,272829,1428,180,PEUGEOT,208,BUENOS AIRES,Autos particulares
4-3327334,2025-09-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),502479,1.11,557574,1406,357,PEUGEOT,BOXER,BUENOS AIRES,Autos particulares
4-3327063,2025-07-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),661157,1.15,762928,1282,515,TOYOTA,HILUX,BUENOS AIRES,Autos particulares
4-3327085,2025-07-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),475008,1.15,548125,1282,370,FORD,ECO SPORT,BUENOS AIRES,Autos particulares
4-3330544,2025-08-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),167000,1.13,189158,1329,125,VOLKSWAGEN,UP,BUENOS AIRES,Autos particulares
4-3330622,2025-07-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),252004,1.15,290796,1282,196,FIAT,ARGO,BUENOS AIRES,Autos particulares
4-3326300,2025-08-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),156000,1.13,176698,1329,117,PEUGEOT,PARTNER,BUENOS AIRES,Autos particulares
4-3332164,2025-07-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),247000,1.15,285020,1282,192,FIAT,CRONOS,BUENOS AIRES,Autos particulares
4-3338591,2025-08-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),149999,1.13,169902,1329,112,VOLKSWAGEN,GOL,BUENOS AIRES,Autos particulares
4-3333465,2025-07-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),198347,1.15,228878,1282,154,FIAT,CRONOS,BUENOS AIRES,Autos particulares
4-3335099,2025-08-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),1198347,1.13,1357347,1329,901,FORD,RANGER,BUENOS AIRES,Autos particulares
4-3354922,2025-10-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),293388,1.08,318107,1463,200,FIAT,CRONOS,BUENOS AIRES,Autos particulares
4-3349361,2025-10-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),403000,1.08,436954,1463,275,VOLKSWAGEN,AMAROK,BUENOS AIRES,Autos particulares
4-3347206,2025-09-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),550000,1.11,610305,1406,390,TOYOTA,HILUX,BUENOS AIRES,Autos particulares
4-3356961,2025-09-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),301652,1.11,334728,1406,214,FIAT,CRONOS,BUENOS AIRES,Autos particulares
4-3349377,2025-10-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),365000,1.08,395752,1463,249,VOLKSWAGEN,AMAROK,BUENOS AIRES,Autos particulares
4-3270413,2025-03-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),531404,1.25,662435,1251,424,PEUGEOT,PARTNER,BUENOS AIRES,Autos particulares
4-3105064,2024-01-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),487190,2.44,1190446,1141,426,FORD,FOCUS,BUENOS AIRES,Autos particulares
4-3132973,2024-04-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),525899,1.79,939277,1004,523,VOLKSWAGEN,AMAROK,BUENOS AIRES,Autos particulares
4-3159200,2024-06-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),440000,1.64,721338,1278,344,PEUGEOT,308,BUENOS AIRES,Autos particulares
4-3163919,2024-07-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),303659,1.58,478531,1416,214,CHEVROLET,CORSA,BUENOS AIRES,Autos particulares
4-3176672,2024-08-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),266793,1.51,403595,1340,198,PEUGEOT,206,BUENOS AIRES,Autos particulares
4-3246814,2025-03-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),212000,1.25,264273,1251,169,PEUGEOT,207,BUENOS AIRES,Autos particulares
4-3125665,2024-04-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),314929,1.79,562477,1004,313,RENAULT,KWID,BUENOS AIRES,Autos particulares
4-3266155,2025-04-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),573570,1.21,695653,1263,453,FORD,RANGER,BUENOS AIRES,Autos particulares
4-3268873,2025-03-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),148906,1.25,185623,1251,118,PEUGEOT,207,BUENOS AIRES,Autos particulares
4-3290610,2025-05-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),206158,1.19,246340,1162,177,RENAULT,CLIO,BUENOS AIRES,Autos particulares
4-3328441,2025-07-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),370000,1.15,426954,1282,288,FORD,FIESTA,BUENOS AIRES,Autos particulares
4-3348499,2025-10-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),50000,1.08,54212,1463,34,MERCEDES BENZ,SPRINTER,BUENOS AIRES,Autos particulares
4-3187125,2024-08-03,Ruedas,Robo y Hurto de Ruedas (Camiones),872644,1.51,1320106,1340,650,MERCEDES BENZ CAMION,L,BUENOS AIRES,Camiones
4-3225124,2025-01-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),256211,1.32,339254,1216,210,CHEVROLET,ONIX,BUENOS AIRES,Autos particulares
4-3224631,2025-01-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),565289,1.32,748509,1216,464,TOYOTA,HILUX,BUENOS AIRES,Autos particulares
4-3120426,2024-07-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),67542,1.58,106438,1416,47,FORD,ESCORT,BUENOS AIRES,Autos particulares
4-3176857,2024-08-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),490000,1.51,741254,1340,365,MERCEDES BENZ,SPRINTER,BUENOS AIRES,Autos particulares
4-3178051,2024-08-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),140000,1.51,211787,1340,104,RENAULT,KWID,BUENOS AIRES,Autos particulares
4-3171433,2024-07-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),164295,1.58,258909,1416,116,VOLKSWAGEN,GOLF,BUENOS AIRES,Autos particulares
4-3190271,2024-09-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),549421,1.46,803278,1243,441,VOLKSWAGEN,AMAROK,BUENOS AIRES,Autos particulares
4-3182091,2024-10-03,Ruedas,Robo y Hurto de Ruedas (Camiones),35190,1.42,50100,1201,29,IVECO,TECTOR,BUENOS AIRES,Camiones
4-3143449,2024-05-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),440000,1.71,754354,1119,393,CHEVROLET,PICK-UP S-10,BUENOS AIRES,Autos particulares
4-3141898,2024-04-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),1367648,1.79,2442678,1004,1361,VOLKSWAGEN,AMAROK,BUENOS AIRES,Autos particulares
4-3189880,2024-09-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),383458,1.46,560633,1243,308,FORD,FIESTA,BUENOS AIRES,Autos particulares
4-3261787,2025-04-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),743801,1.21,902117,1263,588,VOLKSWAGEN,AMAROK,BUENOS AIRES,Autos particulares
4-3119893,2024-02-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),347107,2.16,748984,1081,320,TOYOTA,COROLLA,BUENOS AIRES,Autos particulares
4-3159737,2024-07-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),288000,1.58,453854,1416,203,VOLKSWAGEN,VOYAGE,BUENOS AIRES,Autos particulares
4-3151389,2024-06-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),454545,1.64,745183,1278,355,TOYOTA,ETIOS,BUENOS AIRES,Autos particulares
4-3319713,2025-07-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),328000,1.15,378488,1282,255,PEUGEOT,208,BUENOS AIRES,Autos particulares
4-3193210,2024-09-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),197603,1.46,288904,1243,158,CHEVROLET,ONIX,BUENOS AIRES,Autos particulares
4-3304535,2025-06-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),190000,1.18,223416,1181,160,CHEVROLET,AGILE,BUENOS AIRES,Autos particulares
4-3313331,2025-07-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),975206,1.15,1125319,1282,760,VOLKSWAGEN,AMAROK,BUENOS AIRES,Autos particulares
4-3111800,2024-02-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),398000,2.16,858799,1081,368,CHEVROLET,PICK-UP S-10,BUENOS AIRES,Autos particulares
4-3124858,2024-03-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),238000,1.94,462620,1001,237,VOLKSWAGEN,UP,BUENOS AIRES,Autos particulares
4-3143794,2024-05-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),378512,1.71,648937,1119,338,FORD,ECO SPORT,BUENOS AIRES,Autos particulares
4-3343825,2025-09-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),370000,1.11,410569,1406,262,VOLKSWAGEN,AMAROK,BUENOS AIRES,Autos particulares
4-3226485,2024-12-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),196301,1.35,265673,1105,177,VOLKSWAGEN,FOX,BUENOS AIRES,Autos particulares
4-3274290,2025-04-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),392975,1.21,476618,1263,310,FORD,RANGER,BUENOS AIRES,Autos particulares
4-3101327,2024-02-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),244793,2.16,528212,1081,226,RENAULT,OROCH,BUENOS AIRES,Autos particulares
4-3111161,2024-02-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),109173,2.16,235573,1081,100,FORD,KA,BUENOS AIRES,Autos particulares
4-3139301,2024-05-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),871798,1.71,1494646,1119,778,VOLKSWAGEN,GOL,BUENOS AIRES,Autos particulares
4-3139182,2024-07-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),31942,1.58,50336,1416,22,CHEVROLET,CORSA,BUENOS AIRES,Autos particulares
4-3149692,2024-06-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),171238,1.64,280729,1278,133,RENAULT,MEGANE,BUENOS AIRES,Autos particulares
4-3159350,2024-06-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),244214,1.64,400367,1278,191,FORD,FIESTA,BUENOS AIRES,Autos particulares
4-3162417,2024-06-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),137899,1.64,226072,1278,107,FIAT,PALIO,BUENOS AIRES,Autos particulares
4-3177294,2024-08-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),159512,1.51,241304,1340,118,CHEVROLET,CORSA,BUENOS AIRES,Autos particulares
4-3181958,2024-09-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),174728,1.46,255460,1243,140,PEUGEOT,504,BUENOS AIRES,Autos particulares
4-3202343,2024-10-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),125000,1.42,177965,1201,104,RENAULT,KANGOO,BUENOS AIRES,Autos particulares
4-3202891,2024-10-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),542472,1.42,772328,1201,451,TOYOTA,HIACE,BUENOS AIRES,Autos particulares
4-3194154,2024-10-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),447933,1.42,637732,1201,372,FORD,ECO SPORT,BUENOS AIRES,Autos particulares
4-3220889,2024-12-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),116589,1.35,157790,1105,105,RENAULT,CLIO,BUENOS AIRES,Autos particulares
4-3148953,2024-05-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),223140,1.71,382561,1119,199,RENAULT,CLIO,BUENOS AIRES,Autos particulares
4-3219047,2025-01-03,Ruedas,Robo y Hurto de Ruedas (Autos particulares),140578,1.32,186142,1216,115,CHEVROLET,CORSA,BUENOS AIRES,Autos particulares
